MATCHER,NRACTIONS,NRROOTS,TIME,NROPTIONS,GT_BUM_SMT,GT_BUM_SMT_SBUP,GT_BUM_SZT,GT_CD_LSIM,GT_CD_ML,GT_CD_SSIM1,GT_CD_SSIM2,GT_STM_MH,GT_XYM_SIM,GUMTREE_MATCH_GT_MINH,
SimpleGumtree,3,2,1,2,,0.1,,,,,,1,,,
SimpleGumtree,3,2,2,2,,0.1,,,,,,2,,,
SimpleGumtree,3,2,1,2,,0.1,,,,,,3,,,
SimpleGumtree,61,2,1,2,,0.1,,,,,,4,,,
SimpleGumtree,61,2,1,2,,0.1,,,,,,5,,,
SimpleGumtree,3,2,1,2,,0.2,,,,,,1,,,
SimpleGumtree,3,2,1,2,,0.2,,,,,,2,,,
SimpleGumtree,3,2,1,2,,0.2,,,,,,3,,,
SimpleGumtree,61,2,1,2,,0.2,,,,,,4,,,
SimpleGumtree,61,2,1,2,,0.2,,,,,,5,,,
SimpleGumtree,3,2,1,2,,0.3,,,,,,1,,,
SimpleGumtree,3,2,1,2,,0.3,,,,,,2,,,
SimpleGumtree,3,2,1,2,,0.3,,,,,,3,,,
SimpleGumtree,61,2,1,2,,0.3,,,,,,4,,,
SimpleGumtree,61,2,1,2,,0.3,,,,,,5,,,
SimpleGumtree,3,2,1,2,,0.4,,,,,,1,,,
SimpleGumtree,3,2,1,2,,0.4,,,,,,2,,,
SimpleGumtree,3,2,2,2,,0.4,,,,,,3,,,
SimpleGumtree,61,2,1,2,,0.4,,,,,,4,,,
SimpleGumtree,61,2,1,2,,0.4,,,,,,5,,,
SimpleGumtree,3,2,2,2,,0.5,,,,,,1,,,
SimpleGumtree,3,2,2,2,,0.5,,,,,,2,,,
SimpleGumtree,3,2,2,2,,0.5,,,,,,3,,,
SimpleGumtree,61,2,1,2,,0.5,,,,,,4,,,
SimpleGumtree,61,2,1,2,,0.5,,,,,,5,,,
SimpleGumtree,3,2,1,2,,0.6,,,,,,1,,,
SimpleGumtree,3,2,1,2,,0.6,,,,,,2,,,
SimpleGumtree,3,2,1,2,,0.6,,,,,,3,,,
SimpleGumtree,61,2,1,2,,0.6,,,,,,4,,,
SimpleGumtree,61,2,1,2,,0.6,,,,,,5,,,
SimpleGumtree,3,2,1,2,,0.7,,,,,,1,,,
SimpleGumtree,3,2,1,2,,0.7,,,,,,2,,,
SimpleGumtree,3,2,1,2,,0.7,,,,,,3,,,
SimpleGumtree,61,2,1,2,,0.7,,,,,,4,,,
SimpleGumtree,61,2,2,2,,0.7,,,,,,5,,,
SimpleGumtree,3,2,5,2,,0.799,,,,,,1,,,
SimpleGumtree,3,2,1,2,,0.799,,,,,,2,,,
SimpleGumtree,3,2,1,2,,0.799,,,,,,3,,,
SimpleGumtree,61,2,1,2,,0.799,,,,,,4,,,
SimpleGumtree,61,2,1,2,,0.799,,,,,,5,,,
SimpleGumtree,3,2,3,2,,0.899,,,,,,1,,,
SimpleGumtree,3,2,1,2,,0.899,,,,,,2,,,
SimpleGumtree,3,2,1,2,,0.899,,,,,,3,,,
SimpleGumtree,61,2,1,2,,0.899,,,,,,4,,,
SimpleGumtree,61,2,1,2,,0.899,,,,,,5,,,
SimpleGumtree,3,2,2,2,,0.999,,,,,,1,,,
SimpleGumtree,3,2,1,2,,0.999,,,,,,2,,,
SimpleGumtree,3,2,1,2,,0.999,,,,,,3,,,
SimpleGumtree,61,2,1,2,,0.999,,,,,,4,,,
